S001_02_BBP_NORMAL,662,34618
S001_02_BBP_NORMAL,36383,65488
S001_02_BBP_NORMAL,70340,75190
S001_02_BBP_NORMAL,86657,92830
S001_02_BBP_NORMAL,99887,134284
S001_02_BBP_NORMAL,148397,169564
S001_02_BBP_NORMAL,171329,172651
S001_02_BBP_NORMAL,173534,187204
S001_02_BBP_NORMAL,198671,207049
S001_02_BBP_NORMAL,214106,214987
S001_02_BBP_NORMAL,220280,222484
S001_02_BBP_NORMAL,223367,233068
S001_02_BBP_NORMAL,235715,240124
S001_02_BBP_NORMAL,241889,279814
S001_02_BBP_NORMAL,327884,362722
S001_02_BBP_NORMAL,369779,372865
S001_02_BBP_NORMAL,375071,409468
S001_02_BBP_NORMAL,425786,463270
S001_02_BBP_NORMAL,469445,490171
S001_02_BBP_NORMAL,498110,535153
S001_02_BBP_NORMAL,538682,549706
S001_02_BBP_NORMAL,553235,562054
S001_02_BBP_NORMAL,573521,574843
S001_02_BBP_NORMAL,580577,618061
S001_02_BBP_NORMAL,620708,623794
S001_02_BBP_NORMAL,636584,675391
S001_02_BBP_NORMAL,684653,704056
S001_02_BBP_NORMAL,712436,730516
S001_02_BBP_NORMAL,731840,754330
S001_02_BBP_NORMAL,757418,764032
S001_02_BBP_NORMAL,768884,779467
S001_02_BBP_NORMAL,782114,794461
S001_02_BBP_NORMAL,794903,846940
S001_02_BBP_NORMAL,860612,903829
S001_02_BBP_NORMAL,912209,945724
S001_02_BBP_NORMAL,946607,966892
S001_02_BBP_NORMAL,974831,984091
S001_02_BBP_NORMAL,988943,994234
S001_02_BBP_NORMAL,1012757,1043185
S001_02_BBP_NORMAL,1045832,1105366
S001_02_BBP_NORMAL,1108013,1108894
S001_02_BBP_NORMAL,1111541,1119478
S001_02_BBP_NORMAL,1121684,1122565
S001_02_BBP_NORMAL,1125212,1128298
S001_02_BBP_NORMAL,1131386,1142410
S001_02_BBP_NORMAL,1144616,1171075
S001_02_BBP_NORMAL,1171517,1178572
S001_02_BBP_NORMAL,1181660,1186510
S001_02_BBP_NORMAL,1209884,1222231
S001_02_BBP_NORMAL,1231934,1252219
S001_02_BBP_NORMAL,1254425,1279561
S001_02_BBP_NORMAL,1291469,1313959
S001_02_BBP_NORMAL,1317047,1318810
S001_02_BBP_NORMAL,1327190,1328071
S001_02_BBP_NORMAL,1335128,1336450
S001_02_BBP_NORMAL,1338656,1367761
S001_02_BBP_NORMAL,1377023,1377904
S001_02_BBP_NORMAL,1385402,1420681
S001_02_BBP_NORMAL,1428620,1447582
S001_02_BBP_NORMAL,1459049,1469632
S001_02_BBP_NORMAL,1470515,1484626
S001_02_BBP_NORMAL,1487273,1487713
S001_02_BBP_NORMAL,1488155,1489036
S001_02_BBP_NORMAL,1511969,1549012
S001_02_BBP_NORMAL,1557833,1592671
S001_02_BBP_NORMAL,1596200,1597522
S001_02_BBP_NORMAL,1605020,1622659
S001_02_BBP_NORMAL,1636772,1665877
S001_02_BBP_NORMAL,1670729,1676020
S001_02_BBP_NORMAL,1690574,1723648
S001_02_BBP_NORMAL,1740407,1772599
S001_02_BBP_NORMAL,1783625,1803469
S001_02_BBP_NORMAL,1811408,1824637
S001_02_BBP_NORMAL,1825079,1841836
S001_02_BBP_NORMAL,1866974,1903135
S001_02_BBP_NORMAL,1916366,1934446
S001_02_BBP_NORMAL,1934888,1950322
S001_02_BBP_NORMAL,1952087,1952527
S001_02_BBP_NORMAL,1958261,1979869
S001_02_BBP_NORMAL,1982075,1992658
S001_02_BBP_NORMAL,1996187,2004565
S001_02_BBP_NORMAL,2010299,2023087
S001_02_BBP_NORMAL,2026616,2036758
S001_02_BBP_NORMAL,2046902,2047783
S001_02_BBP_NORMAL,2064542,2094529
S001_02_BBP_NORMAL,2113052,2148772
S001_02_BBP_NORMAL,2149655,2150536
S001_02_BBP_NORMAL,2156711,2173909
S001_02_BBP_NORMAL,2181407,2196400
S001_02_BBP_NORMAL,2197724,2214481
S001_02_BBP_NORMAL,2215364,2218891
S001_02_BBP_NORMAL,2240060,2272252
S001_02_BBP_NORMAL,2281514,2282836
S001_02_BBP_NORMAL,2285924,2315911
S001_02_BBP_NORMAL,2318558,2318998
S001_02_BBP_NORMAL,2322968,2341930
S001_02_BBP_NORMAL,2350751,2363098
S001_02_BBP_NORMAL,2363981,2381620
S001_02_BBP_NORMAL,2384708,2386471
S001_02_BBP_NORMAL,2395733,2399260
S001_02_BBP_NORMAL,2399702,2400142
S001_02_BBP_NORMAL,2407640,2439391
S001_02_BBP_NORMAL,2453504,2499808
S001_02_BBP_NORMAL,2514362,2527591
S001_02_BBP_NORMAL,2535971,2549200
S001_02_BBP_NORMAL,2552288,2567281
S001_02_BBP_NORMAL,2576102,2577424
S001_02_BBP_NORMAL,2596388,2629903
S001_02_BBP_NORMAL,2653277,2655040
S001_02_BBP_NORMAL,2659010,2702668
S001_02_BBP_NORMAL,2710607,2718544
S001_02_BBP_NORMAL,2722514,2734861
S001_02_BBP_NORMAL,2749415,2759116
S001_02_BBP_NORMAL,2759999,2772787
S001_02_BBP_NORMAL,2777639,2831837
S002_02_BBP_NORMAL,662,16096
S002_02_BBP_NORMAL,16538,17860
S002_02_BBP_NORMAL,27122,30208
S002_02_BBP_NORMAL,42116,44761
S002_02_BBP_NORMAL,48290,48730
S002_02_BBP_NORMAL,68135,91948
S002_02_BBP_NORMAL,113117,136048
S002_02_BBP_NORMAL,153689,165595
