S001_02_DDK_PA,662,71221
S001_02_DDK_PA,100328,134284
S001_02_DDK_PA,158540,177943
S001_02_DDK_PA,178385,226453
S001_02_DDK_PA,228659,238360
S001_02_DDK_PA,240566,248944
S001_02_DDK_PA,249827,258205
S001_02_DDK_PA,260852,268348
S001_02_DDK_PA,271436,279814
S001_02_DDK_PA,282020,289957
S001_02_DDK_PA,292604,300982
S001_02_DDK_PA,303188,309802
S001_02_DDK_PA,313331,320386
S001_02_DDK_PA,324356,330970
S001_02_DDK_PA,334058,341554
S001_02_DDK_PA,344642,352579
S001_02_DDK_PA,355226,362281
S001_02_DDK_PA,365369,372865
S001_02_DDK_PA,375953,383008
S001_02_DDK_PA,386537,394033
S001_02_DDK_PA,397562,404617
S001_02_DDK_PA,407705,413878
S001_02_DDK_PA,417848,424462
S001_02_DDK_PA,428432,435046
S001_02_DDK_PA,438575,445189
S001_02_DDK_PA,449600,456214
S001_02_DDK_PA,460625,466798
S001_02_DDK_PA,506489,514426
S002_02_DDK_PA,121055,128551
S002_02_DDK_PA,130316,185440
S002_02_DDK_PA,278492,289075
S002_02_DDK_PA,290840,301864
S002_02_DDK_PA,303188,314653
S002_02_DDK_PA,315095,337144
S002_02_DDK_PA,338468,349051
S002_02_DDK_PA,350375,358312
S002_02_DDK_PA,362282,372424
S002_02_DDK_PA,375512,382567
S002_02_DDK_PA,386096,394915
S002_02_DDK_PA,398885,409027
S002_02_DDK_PA,412556,421816
S002_02_DDK_PA,425345,433282
S002_02_DDK_PA,437693,445189
S002_02_DDK_PA,450923,455773
S002_02_DDK_PA,465035,509134
S002_02_DDK_PA,558086,605713
S002_02_DDK_PA,629087,637024
S003_02_DDK_PA,23153,28885
S003_02_DDK_PA,30209,34618
S003_02_DDK_PA,100328,124141
S003_02_DDK_PA,125465,134725
S003_02_DDK_PA,136931,146632
S003_02_DDK_PA,147956,160744
S003_02_DDK_PA,161627,169564
S003_02_DDK_PA,174416,181912
S003_02_DDK_PA,183236,189409
S003_02_DDK_PA,192497,199552
S003_02_DDK_PA,205727,211018
S003_02_DDK_PA,216311,225130
S003_02_DDK_PA,228659,233509
S003_02_DDK_PA,236597,238360
S003_02_DDK_PA,238802,246298
S003_02_DDK_PA,248945,250267
S003_02_DDK_PA,254237,260410
S003_02_DDK_PA,262616,264379
S003_02_DDK_PA,264821,273199
S003_02_DDK_PA,276287,282460
S003_02_DDK_PA,285989,296131
S003_02_DDK_PA,299660,305833
S003_02_DDK_PA,309803,318181
S003_02_DDK_PA,325238,332734
S003_02_DDK_PA,338027,344200
S003_02_DDK_PA,348611,360958
S003_02_DDK_PA,376835,384772
S003_02_DDK_PA,398885,405058
S003_02_DDK_PA,424904,433723
S003_02_DDK_PA,447395,453568
S003_02_DDK_PA,470327,479146
S003_02_DDK_PA,518837,526333
S003_02_DDK_PA,541328,548824
S003_02_DDK_PA,679361,688641
S005_02_DDK_PA,16097,42997
S005_02_DDK_PA,68576,121495
S005_02_DDK_PA,129434,134284
S005_02_DDK_PA,204404,239683
S005_02_DDK_PA,240566,246739
S005_02_DDK_PA,248063,254677
S005_02_DDK_PA,255560,262174
S005_02_DDK_PA,263498,269671
S005_02_DDK_PA,270995,277168
S005_02_DDK_PA,278933,284224
S005_02_DDK_PA,288635,292162
S005_02_DDK_PA,297014,301423
S005_02_DDK_PA,305834,309802
S005_02_DDK_PA,312890,319063
S005_02_DDK_PA,323033,327001
S005_02_DDK_PA,331853,335821
S005_02_DDK_PA,340673,343759
S005_02_DDK_PA,348170,353461
S005_02_DDK_PA,357872,360958
S005_02_DDK_PA,366251,370219
S005_02_DDK_PA,374630,378598
S005_02_DDK_PA,384332,387418
S005_02_DDK_PA,393593,397120
S005_02_DDK_PA,402854,407263
S005_02_DDK_PA,412556,416083
S005_02_DDK_PA,421376,425344
S005_02_DDK_PA,428873,434164
S005_02_DDK_PA,439457,444307
S005_02_DDK_PA,447395,453127
S005_02_DDK_PA,456215,462388
S005_02_DDK_PA,465917,471208
S005_02_DDK_PA,493700,498991
